brand,model_name,os,price,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
Vivo,Vivo_4727,Android,156.62,2021,951,1497,84.98,Plastic,6,2,5,WiFi 5,Helio G85,3,128,6.54,AMOLED,60,5489,25,50,32,"Ultra-Wide, Depth",206.6,7.48
Samsung,Samsung_1433,Android,968.01,2020,6053,9093,78.86,Glass,7,2,5.1,WiFi 6E,A17 Bionic,8,256,6.67,AMOLED,60,4058,25,108,32,"Wide, Macro",191.7,8.47
Xiaomi,Xiaomi_9352,Android,187.76,2024,1947,1432,79.22,Plastic,7,1,5.1,WiFi 6,Helio G85,6,256,6.58,AMOLED,60,6054,100,13,32,"Telephoto, Wide",188.6,8.72
Samsung,Samsung_3669,Android,1253.35,2023,8921,10838,75.85,Plastic,3,2,5.2,WiFi 5,Tensor G3,8,128,6.23,AMOLED,90,5109,33,50,16,Telephoto,170.4,9.4
OnePlus,OnePlus_3109,Android,740.47,2023,5545,6954,80.23,Metal,2,1,5.2,WiFi 6,Snapdragon 8 Gen 2,8,64,6.79,AMOLED,120,4801,45,200,32,"Macro, Wide, Telephoto",165.7,8.04
Vivo,Vivo_5738,Android,252.91,2018,1221,2514,84.18,Metal,2,2,5.1,WiFi 6E,Dimensity 6020,4,64,6.73,LCD,60,5959,25,50,16,"Depth, Macro, Telephoto, Wide",191,7.85
Sony,Sony_7446,Android,265.04,2021,1585,2497,91.4,Metal,7,1,5.3,WiFi 6E,Helio G85,6,128,5.79,LCD,144,5293,18,48,32,"Wide, Macro, Telephoto, Depth",181.8,8.35
Oppo,Oppo_4178,Android,379.46,2021,2097,3524,75.49,Glass,3,2,5.2,WiFi 6E,Dimensity 900,12,128,6.72,AMOLED,90,5475,33,50,32,"Macro, Telephoto, Ultra-Wide, Depth",175.3,7.05
Realme,Realme_1495,Android,440.12,2020,3880,3706,79.77,Metal,5,1,5.3,WiFi 6,Exynos 1380,6,128,5.97,AMOLED,60,6510,65,64,50,"Ultra-Wide, Telephoto, Macro",191.2,9.44
Oppo,Oppo_4506,Android,124.02,2021,1343,888,86.71,Metal,5,2,4.2,WiFi 6E,Dimensity 6020,3,64,6.43,AMOLED,60,6385,25,48,16,"Ultra-Wide, Telephoto, Depth",178.7,7.48
Sony,Sony_7029,Android,392.49,2023,2576,3611,86.43,Plastic,4,1,5.2,WiFi 6,Dimensity 900,6,128,6.03,LCD,120,5455,100,50,32,Macro,173.4,7.27
Motorola,Motorola_3951,Android,337.2,2025,1993,2668,84,Glass,3,1,5.2,WiFi 6E,Dimensity 900,8,64,6.58,OLED,60,6447,18,64,16,"Macro, Wide",215,7.83
Sony,Sony_9496,Android,387.95,2024,2448,3389,79.18,Metal,4,1,5.1,WiFi 5,Exynos 1380,6,256,6.05,AMOLED,60,6768,33,108,16,"Depth, Ultra-Wide, Macro",203.2,9.49
Google,Google_7431,Android,802.14,2025,6294,7395,93.22,Metal,2,1,5.3,WiFi 6,Snapdragon 8 Gen 2,8,64,6.21,LCD,120,4365,33,50,32,"Ultra-Wide, Macro, Wide",204.8,9.29
Xiaomi,Xiaomi_5057,Android,106.59,2025,209,628,91.31,Glass,2,1,4.2,WiFi 6E,Dimensity 6020,6,128,6.71,AMOLED,90,5397,25,50,50,"Wide, Depth, Macro, Ultra-Wide",192.7,8.65
Sony,Sony_4141,Android,468.14,2021,3642,4529,83.29,Metal,3,1,4.2,WiFi 5,Snapdragon 778G,8,256,5.77,AMOLED,60,4105,25,50,8,Wide,190.5,7.37
Xiaomi,Xiaomi_7094,Android,364.38,2025,3315,3468,91.29,Plastic,5,1,5.2,WiFi 5,Dimensity 900,6,64,5.54,AMOLED,90,5230,33,50,16,"Depth, Wide",209.6,9.4
Motorola,Motorola_8052,Android,207.07,2021,2251,2426,92.64,Glass,2,2,5.3,WiFi 6E,Snapdragon 680,3,64,6.06,LCD,144,3887,33,13,50,"Depth, Macro",195.1,7.86
Realme,Realme_9866,Android,193.41,2023,1106,2085,83.88,Metal,4,2,5.2,WiFi 5,Snapdragon 680,6,64,6.14,OLED,144,5912,33,13,32,Depth,205.6,7.97
Motorola,Motorola_6573,Android,465.36,2024,2723,4983,80.07,Metal,6,1,5.1,WiFi 6E,Snapdragon 778G,12,64,6.04,OLED,60,5136,33,108,8,"Macro, Depth, Telephoto",187.5,8.46
OnePlus,OnePlus_9843,Android,538.43,2025,3995,5035,77.96,Plastic,4,1,5.2,WiFi 5,Dimensity 900,8,128,6.2,OLED,120,6899,25,64,50,"Depth, Telephoto",176.4,7.89
Vivo,Vivo_1619,Android,107.88,2021,141,1140,81.37,Plastic,5,1,5.2,WiFi 5,Helio G85,3,128,6.64,AMOLED,120,5110,18,48,32,"Wide, Macro, Ultra-Wide, Depth",229.9,9
OnePlus,OnePlus_6112,Android,660.51,2024,4950,6015,76.36,Glass,7,2,5.1,WiFi 6,Snapdragon 778G,12,256,6.64,AMOLED,90,4429,25,64,16,Macro,210.8,8.73
Xiaomi,Xiaomi_9443,Android,534.94,2021,4359,5655,84.48,Glass,2,2,5,WiFi 6,Exynos 1380,12,256,6.06,AMOLED,120,4615,25,64,16,"Macro, Telephoto",174.1,8.15
Samsung,Samsung_7413,Android,456.24,2020,2877,3070,87.96,Metal,4,1,5.1,WiFi 6,Exynos 1380,8,64,5.89,LCD,90,5019,25,50,50,"Macro, Ultra-Wide",165.8,8.49
Oppo,Oppo_2379,Android,231.98,2022,1395,2355,83.46,Plastic,5,1,5.3,WiFi 5,Snapdragon 680,4,256,5.77,AMOLED,120,5740,25,50,16,"Depth, Telephoto",192.5,8.2
Motorola,Motorola_3261,Android,105.41,2024,1085,2028,81.11,Glass,7,2,5,WiFi 5,Helio G85,4,128,5.95,AMOLED,120,4397,65,50,16,Macro,184.4,7.3
Vivo,Vivo_2171,Android,201.49,2024,985,2670,78.84,Metal,3,1,4.2,WiFi 5,Snapdragon 680,6,128,6.5,LCD,60,5526,45,50,32,"Telephoto, Wide, Macro, Ultra-Wide",223.9,8.82
Sony,Sony_8834,Android,669.66,2019,3826,5529,90.98,Glass,6,2,5,WiFi 6,Dimensity 900,8,256,5.92,LCD,60,3774,33,64,50,"Ultra-Wide, Depth, Macro",188.3,7.74
Google,Google_6880,Android,909.74,2024,6771,8648,82.42,Plastic,3,2,4.2,WiFi 5,Tensor G3,12,128,6.56,LCD,120,3994,65,200,32,"Telephoto, Macro, Depth",173.3,7.28
Vivo,Vivo_6342,Android,132.53,2022,319,2045,80.36,Glass,4,1,5.2,WiFi 6E,Snapdragon 680,6,128,5.8,LCD,90,5820,25,50,16,"Telephoto, Wide",210.2,8.3
Apple,Apple_7980,iOS,1137.65,2025,7361,9949,86.01,Metal,7,2,5.3,WiFi 5,Tensor G3,8,512,6.86,OLED,90,3256,18,200,50,"Depth, Ultra-Wide",170.3,7.11
Realme,Realme_6370,Android,270.5,2023,1484,2695,88.29,Plastic,5,2,5.1,WiFi 6E,Exynos 1380,6,512,6.21,AMOLED,120,4841,100,108,50,"Telephoto, Wide, Ultra-Wide, Depth",216.3,9.48
OnePlus,OnePlus_6966,Android,696.97,2021,6292,6337,82.93,Glass,3,1,5,WiFi 5,A17 Bionic,16,256,5.68,AMOLED,120,6145,33,108,32,"Telephoto, Ultra-Wide, Wide, Macro",146.6,8.24
OnePlus,OnePlus_1232,Android,829.4,2019,6082,8345,94.93,Glass,6,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,8,64,6.14,AMOLED,60,3650,33,50,16,"Wide, Ultra-Wide, Telephoto",207.5,9.33
Sony,Sony_2306,Android,420.49,2023,3087,3281,81.03,Metal,6,1,5.2,WiFi 5,Dimensity 900,6,64,6.29,OLED,60,4814,25,64,32,"Ultra-Wide, Macro, Depth",197.3,8.99
Realme,Realme_3068,Android,279.27,2021,1486,2634,79.8,Glass,2,2,5,WiFi 6E,Dimensity 900,6,64,5.96,AMOLED,144,5664,18,108,32,Wide,189.8,7.27
Oppo,Oppo_2146,Android,394.99,2020,3717,3060,93.72,Metal,2,2,4.2,WiFi 5,Snapdragon 778G,8,64,6.44,AMOLED,120,5633,65,64,16,"Wide, Macro",186.7,8.52
Realme,Realme_4824,Android,252.9,2021,1932,1841,93.29,Glass,6,1,4.2,WiFi 6,Snapdragon 680,3,128,5.64,OLED,60,4102,100,50,32,"Macro, Depth",186.9,7.19
Sony,Sony_8128,Android,301.84,2020,1244,3044,89.41,Metal,5,2,5,WiFi 6E,Dimensity 900,6,256,6.19,AMOLED,144,4747,33,50,16,"Telephoto, Depth",202.5,9.31
Sony,Sony_5232,Android,445.96,2018,3284,3729,76.28,Plastic,2,1,5.1,WiFi 6,Snapdragon 778G,12,256,6.32,AMOLED,90,4552,45,64,16,Ultra-Wide,180.9,8.59
Realme,Realme_9893,Android,323,2023,2818,3176,81.39,Metal,5,2,5.3,WiFi 6E,Snapdragon 778G,12,64,6.37,LCD,120,3734,33,64,50,"Wide, Depth",202.9,7.98
Oppo,Oppo_4441,Android,339,2020,2689,2774,75.97,Plastic,6,1,5.2,WiFi 6,Exynos 1380,12,128,6.55,AMOLED,90,5125,65,64,8,"Macro, Depth",204.3,8.5
Samsung,Samsung_9173,Android,613.1,2020,4737,6071,80.44,Plastic,5,2,5.3,WiFi 6,Dimensity 900,8,512,6.78,OLED,90,5614,18,108,50,"Ultra-Wide, Wide, Depth",185.3,7.31
Motorola,Motorola_1051,Android,356.01,2023,2539,2408,86.05,Glass,4,1,5.3,WiFi 6E,Dimensity 900,6,64,6.64,OLED,120,6214,33,108,8,"Macro, Telephoto, Ultra-Wide",163.5,7.9
Samsung,Samsung_3496,Android,1205.66,2025,9764,11943,85.93,Metal,6,1,5,WiFi 5,Tensor G3,8,64,6.03,LCD,120,5802,33,200,8,Ultra-Wide,152.7,9.24
Google,Google_7457,Android,817.76,2022,6145,7968,85.79,Glass,5,1,5.1,WiFi 6E,A17 Bionic,8,128,5.74,OLED,120,4343,33,200,16,"Depth, Telephoto, Macro, Wide",170.2,9.41
Sony,Sony_3901,Android,641.67,2018,5352,5974,87.77,Plastic,5,1,5.2,WiFi 6E,Exynos 1380,12,128,5.72,AMOLED,60,3216,18,108,8,"Telephoto, Depth",169.2,8.06
OnePlus,OnePlus_8126,Android,551.18,2018,3924,5763,87.56,Metal,4,1,4.2,WiFi 6E,Snapdragon 778G,12,512,6.77,OLED,90,5446,33,64,16,"Macro, Ultra-Wide",215.4,9.32
Google,Google_4299,Android,844.93,2025,6093,9080,92.06,Plastic,6,1,5.1,WiFi 6,Tensor G3,16,64,5.55,OLED,120,4811,45,200,32,Wide,191.8,8.62
Xiaomi,Xiaomi_8875,Android,385.19,2022,3237,4314,90.67,Glass,5,1,5.3,WiFi 6,Dimensity 900,6,128,6.31,LCD,90,4597,65,64,16,"Macro, Telephoto, Wide",174.7,7.57
Oppo,Oppo_7863,Android,409.57,2024,2731,3638,84.14,Plastic,2,2,4.2,WiFi 6E,Snapdragon 778G,8,256,6.25,LCD,144,5214,65,64,16,"Depth, Telephoto, Wide",170.5,7.71
Samsung,Samsung_9403,Android,925.85,2020,6384,7884,84.56,Metal,5,1,5.3,WiFi 6E,Tensor G3,12,128,6.03,LCD,90,5177,45,108,16,"Ultra-Wide, Macro, Wide, Telephoto",195.2,9.05
Samsung,Samsung_2776,Android,739.2,2020,4962,6581,84.18,Glass,4,1,4.2,WiFi 6E,Tensor G3,16,128,6.49,OLED,120,4488,45,50,50,Depth,177.8,8.4
Motorola,Motorola_2928,Android,216.15,2025,1311,2215,87.52,Metal,7,1,5,WiFi 6,Snapdragon 680,3,128,6.32,OLED,60,5119,25,48,8,Ultra-Wide,185.7,8.55
Xiaomi,Xiaomi_7285,Android,324.07,2023,2274,2971,88.23,Metal,7,2,5,WiFi 6E,Dimensity 900,12,128,5.95,OLED,60,4488,18,50,32,"Macro, Ultra-Wide, Telephoto",193.5,8.83
Realme,Realme_5409,Android,306.64,2025,1943,2243,92.22,Plastic,3,2,5,WiFi 6E,Snapdragon 778G,12,128,6.84,AMOLED,120,6306,65,64,16,Wide,189.6,8.96
Sony,Sony_6786,Android,519.96,2022,3653,4285,92.46,Metal,5,2,5,WiFi 6E,Dimensity 900,6,128,6.84,LCD,120,5349,18,108,32,"Macro, Telephoto",186,9.07
Apple,Apple_4060,iOS,1422.67,2018,10759,12841,89.31,Plastic,6,2,5.3,WiFi 5,Snapdragon 8 Gen 2,16,64,6.1,OLED,120,2856,100,200,32,"Depth, Macro",177.2,8.12
Apple,Apple_8524,iOS,1613.79,2022,12208,15023,78.16,Metal,4,2,5.2,WiFi 5,Snapdragon 8 Gen 2,16,64,5.5,OLED,144,3546,18,108,16,"Telephoto, Wide, Depth",221.4,7.41
Realme,Realme_8069,Android,67.06,2021,817,936,90.34,Metal,5,1,5.2,WiFi 6E,Snapdragon 680,6,64,6.66,AMOLED,60,6199,25,50,16,"Depth, Ultra-Wide, Macro",208.1,7.38
Sony,Sony_4250,Android,420.01,2021,3570,3625,91.9,Metal,6,1,4.2,WiFi 6E,Dimensity 900,8,256,6.89,OLED,60,5789,25,64,32,"Macro, Wide, Telephoto, Depth",170.2,8.35
Motorola,Motorola_1846,Android,336.29,2025,2189,3516,89.05,Glass,3,1,5,WiFi 6,Dimensity 900,6,128,6.35,LCD,60,4403,18,108,50,"Ultra-Wide, Wide, Macro",155.9,7.33
Samsung,Samsung_2659,Android,627.36,2025,4795,5351,81.88,Metal,3,2,5.3,WiFi 6,Exynos 1380,6,128,6.31,AMOLED,60,4392,45,108,32,"Macro, Telephoto, Depth",177.1,8.99
Realme,Realme_1378,Android,284.47,2024,1779,2740,75.88,Glass,3,2,5.2,WiFi 5,Dimensity 900,6,256,6.09,LCD,144,4560,33,108,16,"Telephoto, Wide, Macro",164.1,7.17
Samsung,Samsung_2933,Android,678.43,2022,4122,6114,87.12,Plastic,2,1,5,WiFi 6,Tensor G3,16,64,6.89,OLED,60,3835,33,200,50,"Ultra-Wide, Wide, Depth, Macro",175.1,9.48
Samsung,Samsung_3261,Android,597.28,2018,4004,5377,86.62,Plastic,7,1,5.2,WiFi 6,Exynos 1380,8,128,5.79,AMOLED,60,5389,33,108,8,"Macro, Wide, Depth, Ultra-Wide",192.8,7.07
Vivo,Vivo_4111,Android,67.06,2021,-147,1467,91.02,Glass,3,1,5.1,WiFi 5,Helio G85,4,64,5.53,OLED,120,5065,45,48,8,"Ultra-Wide, Depth, Wide, Telephoto",152.6,8.86
Apple,Apple_9711,iOS,1294.41,2024,10242,12123,88.84,Metal,5,1,4.2,WiFi 6,A17 Bionic,8,128,6.13,LCD,120,3579,33,108,8,"Wide, Telephoto",187.1,8.87
Google,Google_9786,Android,792.44,2024,5624,6908,75.15,Glass,6,1,4.2,WiFi 6,Snapdragon 8 Gen 2,12,128,5.98,AMOLED,60,4378,100,108,50,"Depth, Wide",203.4,9.41
Google,Google_2246,Android,722.26,2020,5145,7487,94.09,Plastic,7,1,5.3,WiFi 6E,A17 Bionic,8,64,5.63,OLED,120,5006,45,50,8,"Telephoto, Depth, Ultra-Wide",197.3,8.71
Oppo,Oppo_7208,Android,401.51,2018,2853,4195,93.1,Glass,3,1,5.1,WiFi 6E,Exynos 1380,8,512,5.7,LCD,60,4861,18,108,8,Wide,167.4,7.64
Motorola,Motorola_5144,Android,174.17,2023,1823,1739,79.93,Metal,6,1,5.3,WiFi 6,Snapdragon 680,3,128,6.31,LCD,60,4071,45,50,50,"Wide, Macro, Telephoto",190.6,7.34
OnePlus,OnePlus_8387,Android,543.19,2025,3532,5212,79.97,Glass,7,1,5.3,WiFi 6,Exynos 1380,12,64,6,AMOLED,60,4270,33,108,32,"Ultra-Wide, Telephoto, Depth, Macro",172.7,8.33
Google,Google_6429,Android,765.61,2025,5276,7435,89.67,Glass,5,1,4.2,WiFi 6E,Tensor G3,12,512,6.78,OLED,120,5040,33,200,8,"Ultra-Wide, Depth, Wide",194.2,8.96
Xiaomi,Xiaomi_4053,Android,342.49,2018,2271,3728,91.71,Metal,2,1,5.2,WiFi 6E,Exynos 1380,12,512,5.7,AMOLED,144,4325,18,64,16,"Depth, Wide, Telephoto",179.4,7.72
Xiaomi,Xiaomi_2911,Android,157.2,2024,732,1112,81.36,Plastic,5,1,5.3,WiFi 6E,Dimensity 6020,6,128,6.35,LCD,60,4935,33,50,16,"Depth, Macro, Wide",187.8,8.86
OnePlus,OnePlus_8054,Android,525.25,2022,3672,4900,79.25,Plastic,2,1,5,WiFi 6,Dimensity 900,12,256,6.84,AMOLED,60,5296,33,108,32,"Macro, Ultra-Wide, Telephoto, Wide",166.1,8.93
Samsung,Samsung_7964,Android,491.45,2023,3989,4554,82.16,Plastic,3,2,5.1,WiFi 6,Dimensity 900,12,256,6.54,AMOLED,60,4363,45,64,8,"Macro, Ultra-Wide",207.1,8.4
Sony,Sony_3592,Android,627.05,2023,4913,5865,84.8,Glass,2,1,5,WiFi 6E,Snapdragon 778G,6,128,6.14,AMOLED,144,5038,25,50,16,"Depth, Macro",161.1,7.64
Realme,Realme_2150,Android,166.74,2022,1374,1275,90.91,Glass,7,2,4.2,WiFi 6E,Dimensity 6020,3,256,6.72,OLED,60,5542,65,48,50,"Wide, Macro",233.9,8.41
Xiaomi,Xiaomi_6038,Android,199.79,2022,452,1397,93.68,Plastic,5,2,5.3,WiFi 6E,Dimensity 6020,4,512,5.8,LCD,120,5295,25,48,50,"Telephoto, Ultra-Wide",192.4,8.75
Motorola,Motorola_7223,Android,190.13,2024,1137,2238,88.69,Plastic,5,1,5.1,WiFi 5,Snapdragon 680,4,128,6.9,OLED,90,5372,25,13,50,"Depth, Macro",205.4,8.4
Realme,Realme_8031,Android,215.66,2019,532,2579,82.73,Metal,4,2,5,WiFi 5,Snapdragon 680,3,64,6.61,OLED,144,4958,65,13,32,"Macro, Depth",200.4,7.43
Apple,Apple_8783,iOS,1067.54,2020,7941,10454,90.9,Glass,5,2,5.2,WiFi 6E,A17 Bionic,8,128,6.19,AMOLED,120,3104,25,108,50,Ultra-Wide,183,9.5
Oppo,Oppo_5471,Android,124.54,2024,410,1241,88.72,Glass,6,1,5.3,WiFi 6,Helio G85,4,512,6.51,OLED,60,4904,18,48,50,"Ultra-Wide, Depth",202.3,7.06
Xiaomi,Xiaomi_6235,Android,294.41,2018,2237,2817,79.08,Plastic,5,2,4.2,WiFi 6E,Snapdragon 778G,6,64,6.26,AMOLED,60,6185,100,108,16,"Macro, Depth",216.1,8.92
Apple,Apple_4331,iOS,1320.38,2024,9820,11307,80.27,Glass,6,2,5.1,WiFi 6,Snapdragon 8 Gen 2,8,64,6.63,OLED,120,3030,18,108,32,"Telephoto, Wide",212.5,9.33
Google,Google_8548,Android,537.33,2023,3521,5355,80.04,Glass,7,2,5.1,WiFi 6,Snapdragon 778G,6,512,5.59,LCD,60,4336,45,50,32,"Ultra-Wide, Depth",159.3,9.09
Samsung,Samsung_8660,Android,675.66,2019,5313,6393,78.07,Metal,6,1,5.3,WiFi 6E,Tensor G3,8,512,6.57,OLED,60,5414,100,200,50,"Depth, Macro",234.2,7.32
Sony,Sony_8674,Android,262.54,2023,1845,2141,81.49,Metal,6,1,5.1,WiFi 6E,Helio G85,6,64,5.74,LCD,90,4324,45,13,32,"Depth, Telephoto, Macro",171.9,7.18
Realme,Realme_3230,Android,287.74,2023,1592,1643,90.64,Metal,3,1,5.1,WiFi 6E,Exynos 1380,12,128,6.19,AMOLED,120,5784,18,108,32,"Macro, Telephoto, Wide, Ultra-Wide",192.6,8.72
Xiaomi,Xiaomi_4243,Android,373.7,2018,2475,2978,90.16,Glass,6,2,5,WiFi 6,Snapdragon 778G,12,512,5.99,OLED,60,5673,18,50,50,"Wide, Ultra-Wide, Telephoto",251.9,9.01
Xiaomi,Xiaomi_3504,Android,291.51,2025,1590,2262,84.67,Glass,2,1,4.2,WiFi 6E,Exynos 1380,8,64,6.83,AMOLED,144,6084,45,108,8,"Telephoto, Wide",206.7,7.76
Motorola,Motorola_4965,Android,215.8,2021,2664,2309,75.71,Glass,4,2,4.2,WiFi 5,Dimensity 6020,3,512,6.83,LCD,60,2874,18,50,8,"Depth, Wide, Ultra-Wide",160.6,9.17
Samsung,Samsung_6835,Android,1061.49,2022,7572,10297,75.79,Glass,3,1,5.3,WiFi 5,A17 Bionic,16,512,5.55,AMOLED,120,5271,33,50,16,"Macro, Wide",175.2,8.44
Apple,Apple_2908,iOS,1127.11,2024,7988,9604,81.72,Metal,6,2,5,WiFi 5,Tensor G3,16,512,6.85,AMOLED,144,3224,65,108,32,Depth,180.4,7.9
OnePlus,OnePlus_7928,Android,366.63,2021,1956,4114,75.16,Plastic,5,2,4.2,WiFi 6,Exynos 1380,8,64,6.48,AMOLED,90,5616,25,50,50,Depth,157.7,7.32
Oppo,Oppo_3048,Android,478.01,2019,2704,3576,76.88,Glass,6,1,5.1,WiFi 6E,Exynos 1380,6,128,5.56,LCD,90,5326,25,108,50,Ultra-Wide,193.4,9.11
Sony,Sony_8303,Android,410.19,2022,3971,3928,76.27,Glass,3,2,5.2,WiFi 6,Snapdragon 778G,8,256,5.5,AMOLED,60,3422,65,64,32,"Depth, Macro",218,8.22
Realme,Realme_7698,Android,358.15,2023,3059,3460,82.06,Glass,5,2,5.3,WiFi 6E,Exynos 1380,6,128,6.58,AMOLED,120,5276,33,64,16,"Macro, Ultra-Wide, Depth",201.9,7.07
Motorola,Motorola_2191,Android,197.16,2025,1127,1692,76.32,Glass,3,2,5.2,WiFi 6,Dimensity 6020,3,128,6.02,AMOLED,90,4289,25,50,16,"Macro, Telephoto, Depth",196.3,8.45
Vivo,Vivo_5874,Android,129.64,2018,994,1450,94.92,Plastic,6,2,5,WiFi 6E,Dimensity 6020,6,64,6.61,LCD,120,5331,18,50,16,Macro,159.9,8.48
Realme,Realme_3253,Android,232.31,2023,1727,1845,78.46,Plastic,5,1,5.2,WiFi 6,Snapdragon 680,6,64,6.63,OLED,120,3926,25,50,32,Ultra-Wide,178.8,8.42
Samsung,Samsung_2574,Android,614.83,2024,4557,5185,92.36,Plastic,6,2,4.2,WiFi 6,Snapdragon 778G,8,64,6.76,AMOLED,90,4560,65,64,50,Wide,191.5,8.84
Oppo,Oppo_7231,Android,334.45,2025,2609,3716,91.67,Metal,7,1,5.1,WiFi 6E,Snapdragon 778G,6,256,6.65,AMOLED,144,4928,45,64,8,"Telephoto, Depth",192.3,8.7
Samsung,Samsung_8187,Android,727.92,2022,4725,7141,86.06,Plastic,5,1,5,WiFi 5,Tensor G3,12,256,5.71,LCD,120,5045,100,200,8,"Depth, Ultra-Wide",168,8.19
Realme,Realme_7369,Android,284.18,2018,1591,3108,85.45,Glass,6,2,5.1,WiFi 6E,Exynos 1380,8,128,6.61,AMOLED,120,4592,25,108,50,"Depth, Ultra-Wide, Wide",180.8,7.81
Vivo,Vivo_6007,Android,180.92,2024,1809,1375,76.24,Plastic,6,2,5,WiFi 6E,Snapdragon 680,3,128,6.86,LCD,90,4348,33,13,8,"Wide, Macro, Telephoto",170,7.51
Sony,Sony_2428,Android,401.78,2020,2362,2950,90.35,Metal,2,1,5,WiFi 6,Snapdragon 778G,12,128,6.81,OLED,90,4489,65,50,50,"Ultra-Wide, Wide",237.2,8.89
Samsung,Samsung_3835,Android,117.48,2019,980,925,94.44,Metal,5,2,5.3,WiFi 6E,Helio G85,6,256,6.2,LCD,120,5899,33,13,50,"Depth, Ultra-Wide, Telephoto",211.6,7.17
OnePlus,OnePlus_7507,Android,527.82,2024,3907,4396,87.72,Glass,3,2,5.1,WiFi 5,Exynos 1380,6,128,6.18,LCD,90,4802,65,108,50,"Depth, Macro, Ultra-Wide",209,7.85
Realme,Realme_8449,Android,229.71,2023,1353,2792,81.65,Metal,6,1,5.1,WiFi 6,Snapdragon 680,4,128,6.62,AMOLED,60,4838,33,48,16,"Telephoto, Wide, Ultra-Wide",183.6,8.98
Sony,Sony_4365,Android,568.62,2024,3897,4785,75.51,Plastic,5,1,5.2,WiFi 5,Dimensity 900,8,128,5.56,LCD,90,3118,45,50,32,Telephoto,187.4,7.64
Samsung,Samsung_6592,Android,720.89,2023,5757,7309,79.46,Plastic,3,1,5.1,WiFi 6,Snapdragon 8 Gen 2,16,64,6.13,OLED,144,3992,33,108,32,"Wide, Ultra-Wide",224.5,8.38
Oppo,Oppo_9185,Android,547.8,2018,3254,4548,92.37,Glass,4,1,5,WiFi 6E,Snapdragon 778G,6,256,5.78,AMOLED,144,6821,25,50,32,"Ultra-Wide, Wide, Depth",218.1,7.89
Google,Google_6694,Android,674.66,2023,4969,5772,94.52,Plastic,7,1,5.3,WiFi 6,Snapdragon 8 Gen 2,8,128,5.83,AMOLED,120,3566,45,108,8,"Telephoto, Ultra-Wide, Wide, Macro",200.6,8.8
Sony,Sony_3205,Android,371.12,2023,2720,4101,87.83,Metal,2,2,5.2,WiFi 6E,Dimensity 900,6,128,5.7,AMOLED,60,4967,33,50,16,"Telephoto, Depth, Macro",193.2,8.98
Google,Google_8609,Android,1139.05,2025,8330,10555,76.63,Glass,5,2,5.3,WiFi 5,A17 Bionic,16,64,5.97,OLED,120,4494,65,200,16,Ultra-Wide,168.8,9.11
OnePlus,OnePlus_8344,Android,420.85,2018,3888,3489,92.14,Glass,3,1,5.2,WiFi 6,Exynos 1380,6,256,6.47,LCD,90,4423,33,64,8,"Macro, Telephoto",179.7,8.63
Xiaomi,Xiaomi_1578,Android,67.06,2020,295,513,86.11,Plastic,5,2,4.2,WiFi 6E,Helio G85,6,256,5.91,OLED,120,6294,25,48,50,Depth,224.6,9.31
Vivo,Vivo_9977,Android,306.59,2019,1463,3049,77.78,Plastic,3,1,5.1,WiFi 5,Exynos 1380,6,64,6.69,LCD,90,4514,33,64,16,"Macro, Telephoto, Depth",189.4,7.1
Vivo,Vivo_5721,Android,404.54,2020,2301,3513,94.43,Glass,2,1,4.2,WiFi 6E,Exynos 1380,8,512,6.49,LCD,120,4356,45,50,50,Wide,235,8.71
Realme,Realme_6277,Android,174.91,2018,1423,1934,92.6,Metal,3,1,5.3,WiFi 6,Dimensity 6020,3,256,6.68,LCD,60,6096,65,48,8,"Depth, Telephoto",226.8,7.91
Google,Google_5866,Android,699.51,2025,4391,6646,88.2,Plastic,3,1,5.3,WiFi 5,A17 Bionic,12,128,6.41,OLED,120,4383,18,108,50,"Macro, Depth, Ultra-Wide",174.9,7.18
Google,Google_2543,Android,826.31,2019,5196,6972,85.75,Plastic,5,2,5.2,WiFi 6E,Tensor G3,16,64,6.62,AMOLED,144,5023,18,108,16,"Depth, Macro",226.3,9.18
Apple,Apple_2064,iOS,998.54,2023,7137,8794,75.76,Glass,5,2,5,WiFi 5,A17 Bionic,12,128,5.54,OLED,144,3867,33,108,32,"Wide, Depth, Macro, Telephoto",193.8,7.35
Samsung,Samsung_7667,Android,775.73,2024,6536,7522,84.84,Glass,6,2,5,WiFi 5,Tensor G3,16,512,6.49,AMOLED,144,4238,45,200,8,Wide,179.8,8.55
Oppo,Oppo_9858,Android,456.53,2025,3197,4417,86.82,Glass,6,2,5.3,WiFi 6E,Exynos 1380,12,64,6.28,AMOLED,120,4806,33,50,16,Macro,169,7.67
Oppo,Oppo_3495,Android,533.68,2019,4181,4483,84.48,Plastic,6,2,5,WiFi 6E,Dimensity 900,12,128,6.75,AMOLED,60,5681,45,108,16,"Depth, Wide",172.8,9.34
Google,Google_1438,Android,738.31,2022,6051,6514,87.05,Plastic,7,2,5.1,WiFi 6E,Tensor G3,16,128,6.34,OLED,120,4574,25,50,16,"Telephoto, Macro",188.2,8.88
