brand,os,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
Realme,Android,2023,1106,2085,83.88,Metal,4,2,5.2,WiFi 5,Snapdragon 680,6,64,6.14,OLED,144,5912,33,13,32,Depth,205.6,7.97
Motorola,Android,2019,1054,287,84.83,Plastic,7,2,5.0,WiFi 6E,Dimensity 6020,4,64,6.66,AMOLED,90,4105,45,48,32,"Telephoto, Macro",183.3,9.46
Apple,iOS,2023,9551,11754,89.26,Metal,5,2,5.2,WiFi 6,A17 Bionic,16,256,6.46,AMOLED,120,3329,18,200,50,"Macro, Ultra-Wide",187.0,9.3
OnePlus,Android,2025,6481,8749,84.62,Plastic,5,1,5.2,WiFi 6,Snapdragon 8 Gen 2,16,256,6.83,OLED,120,4371,18,108,16,Other,224.1,7.04
Xiaomi,Android,2022,1633,1669,80.39,Metal,3,1,5.1,WiFi 6,Helio G85,6,128,6.23,LCD,60,3538,18,48,32,Other,222.5,7.27
Oppo,Android,2018,4506,4767,90.44,Metal,4,2,4.2,WiFi 6,Exynos 1380,8,64,6.33,AMOLED,90,4598,65,50,32,Other,165.1,8.49
Apple,iOS,2022,9797,11802,89.85,Glass,2,2,5.3,WiFi 5,Snapdragon 8 Gen 2,16,64,5.69,AMOLED,144,4015,18,50,8,Telephoto,180.0,8.78
Motorola,Android,2025,1306,1737,84.75,Glass,7,1,5.0,WiFi 6E,Dimensity 6020,6,64,5.79,LCD,60,3706,33,48,50,"Depth, Wide",166.8,7.69
Apple,iOS,2025,8403,11428,75.9,Metal,5,2,5.2,WiFi 6E,A17 Bionic,16,128,6.08,OLED,120,3010,33,50,16,"Macro, Depth",177.2,8.87
OnePlus,Android,2025,3505,3376,87.89,Glass,3,2,5.0,WiFi 6,Dimensity 900,12,64,5.55,OLED,144,3725,65,50,32,Other,192.6,8.11
Google,Android,2025,7332,8968,89.68,Plastic,4,1,5.0,WiFi 5,Snapdragon 8 Gen 2,8,512,6.51,AMOLED,120,5330,25,50,16,"Macro, Telephoto",197.5,9.16
Realme,Android,2020,966,471,89.79,Metal,7,2,4.2,WiFi 5,Snapdragon 680,6,512,5.77,AMOLED,144,3073,18,50,50,Other,188.7,7.54
Apple,iOS,2019,7605,9379,91.46,Plastic,6,1,4.2,WiFi 5,Snapdragon 8 Gen 2,12,64,6.42,AMOLED,144,3545,18,108,8,"Macro, Telephoto",185.3,8.45
Apple,iOS,2019,8437,10246,91.78,Glass,7,2,5.3,WiFi 6,Tensor G3,16,128,6.12,LCD,120,3465,65,200,16,"Macro, Telephoto",212.2,8.35
Xiaomi,Android,2022,2392,2654,87.99,Plastic,5,1,4.2,WiFi 6,Helio G85,3,512,5.84,LCD,90,6749,100,48,16,"Macro, Ultra-Wide",202.5,8.57
OnePlus,Android,2024,5387,5635,75.62,Metal,3,1,5.3,WiFi 5,Snapdragon 778G,12,256,5.92,OLED,90,6027,45,108,32,Other,209.0,8.83
Motorola,Android,2022,630,1397,85.38,Glass,6,1,4.2,WiFi 6,Helio G85,6,64,6.5,AMOLED,60,4636,65,13,16,"Telephoto, Macro",179.8,9.31
OnePlus,Android,2025,4431,4391,91.05,Glass,4,2,5.0,WiFi 6E,Dimensity 900,12,512,6.01,AMOLED,90,4690,25,50,50,"Telephoto, Wide",182.3,8.47
Xiaomi,Android,2018,2134,3968,87.72,Metal,7,2,5.3,WiFi 6,Snapdragon 778G,12,256,6.26,LCD,60,3684,33,64,50,Telephoto,233.9,9.39
Realme,Android,2025,3306,3350,87.88,Glass,2,2,5.3,WiFi 5,Snapdragon 778G,12,128,5.76,AMOLED,120,3974,45,64,50,Depth,182.3,8.45
Google,Android,2023,6237,7099,85.17,Glass,4,2,5.3,WiFi 5,A17 Bionic,12,256,6.66,OLED,120,3511,45,108,16,Other,154.4,8.71
Apple,iOS,2022,8125,9042,84.83,Metal,7,2,5.0,WiFi 6E,Snapdragon 8 Gen 2,16,128,6.75,OLED,90,3513,65,50,16,Other,197.4,7.29
Google,Android,2019,8259,11261,90.26,Glass,3,2,5.2,WiFi 6,Snapdragon 8 Gen 2,8,128,6.34,OLED,144,5133,100,50,50,"Wide, Ultra-Wide",171.7,8.1
OnePlus,Android,2021,2165,1928,81.04,Metal,7,2,5.2,WiFi 5,Dimensity 6020,3,256,5.78,LCD,120,4673,33,13,16,"Depth, Telephoto",204.2,8.36
Oppo,Android,2025,2852,2676,93.32,Plastic,7,2,5.1,WiFi 6E,Snapdragon 778G,8,128,6.42,LCD,60,5186,45,64,50,Other,195.6,8.48
Sony,Android,2022,3342,5348,81.44,Glass,6,2,5.0,WiFi 6,Dimensity 900,12,64,6.27,AMOLED,144,3487,18,50,8,"Telephoto, Depth",184.0,7.44
Motorola,Android,2021,1821,2087,84.31,Metal,3,2,4.2,WiFi 6,Helio G85,4,128,6.61,AMOLED,144,5238,18,48,8,Other,232.1,7.52
Samsung,Android,2021,6142,8247,89.67,Metal,3,2,5.0,WiFi 5,Tensor G3,16,256,5.69,LCD,90,7214,33,50,16,Ultra-Wide,192.7,9.01
Apple,iOS,2020,9318,11353,93.74,Glass,2,2,5.2,WiFi 5,Snapdragon 8 Gen 2,16,64,6.54,AMOLED,90,3014,25,50,32,"Macro, Telephoto",191.6,8.63
Motorola,Android,2022,1613,3170,88.06,Metal,3,1,5.2,WiFi 6E,Dimensity 900,12,128,6.23,OLED,144,4782,33,64,32,"Ultra-Wide, Telephoto",187.4,7.61
Apple,iOS,2018,8990,11471,89.04,Glass,4,1,5.0,WiFi 6E,Snapdragon 8 Gen 2,8,64,5.64,AMOLED,120,3074,33,200,16,"Ultra-Wide, Telephoto",200.2,9.39
Motorola,Android,2024,4351,4618,84.52,Plastic,4,2,5.2,WiFi 6E,Snapdragon 778G,6,128,5.82,OLED,90,4011,18,108,8,"Telephoto, Ultra-Wide",174.8,9.35
Samsung,Android,2022,7419,8171,77.3,Glass,2,2,5.3,WiFi 5,Snapdragon 8 Gen 2,16,512,6.79,OLED,144,4834,100,50,50,"Wide, Macro",232.6,7.9
Xiaomi,Android,2018,2584,2648,83.25,Glass,4,2,5.2,WiFi 6,Snapdragon 778G,8,64,5.73,AMOLED,120,5004,25,50,8,Wide,170.7,7.21
Google,Android,2019,6469,8739,94.49,Glass,2,2,4.2,WiFi 6E,Snapdragon 8 Gen 2,8,128,5.75,OLED,144,5602,25,108,16,"Macro, Wide",157.1,8.77
Apple,iOS,2022,10692,13715,77.27,Metal,7,2,5.2,WiFi 6,Snapdragon 8 Gen 2,12,128,6.59,AMOLED,90,3563,45,50,16,"Wide, Ultra-Wide",183.0,8.76
Apple,iOS,2025,12687,14218,85.36,Glass,3,1,4.2,WiFi 5,Tensor G3,8,64,5.65,AMOLED,120,3662,65,50,32,"Wide, Macro",201.1,7.79
Oppo,Android,2018,2501,3748,80.72,Metal,6,1,5.3,WiFi 6,Snapdragon 778G,6,256,5.85,AMOLED,144,4942,25,64,16,Other,193.6,7.78
Vivo,Android,2023,1878,2099,84.77,Glass,5,1,5.2,WiFi 6,Snapdragon 680,3,256,5.71,AMOLED,144,5979,25,13,32,Wide,203.9,9.39
Xiaomi,Android,2025,587,0,87.72,Metal,6,1,5.3,WiFi 6,Snapdragon 680,4,64,5.66,LCD,60,5242,25,13,8,Other,149.0,7.9
Xiaomi,Android,2024,3563,4052,76.7,Metal,7,1,5.1,WiFi 5,Dimensity 900,8,128,6.87,AMOLED,60,4700,100,50,32,Other,147.1,8.92
Apple,iOS,2019,9598,10674,84.49,Plastic,4,1,4.2,WiFi 6,Tensor G3,8,512,6.54,OLED,90,3391,25,200,50,Other,168.4,9.36
OnePlus,Android,2019,4029,4456,76.88,Metal,4,1,5.3,WiFi 6E,Exynos 1380,8,64,6.46,AMOLED,90,4940,65,64,16,Other,177.3,7.84
Realme,Android,2021,1601,2736,78.47,Plastic,2,1,5.2,WiFi 6,Helio G85,3,128,6.82,OLED,144,6082,18,48,32,"Macro, Ultra-Wide",167.7,9.34
Realme,Android,2021,2492,4008,93.75,Metal,7,1,4.2,WiFi 6E,Dimensity 900,8,256,6.42,LCD,90,4763,18,50,16,Other,166.1,8.39
Motorola,Android,2018,1836,2270,78.05,Glass,3,1,5.3,WiFi 6E,Snapdragon 778G,6,128,6.36,AMOLED,90,4924,25,64,16,"Wide, Ultra-Wide",160.6,8.7
Google,Android,2021,5918,6618,84.56,Plastic,5,1,5.0,WiFi 6E,A17 Bionic,16,128,6.31,AMOLED,120,4131,18,108,32,Other,184.1,8.86
OnePlus,Android,2018,5415,6544,77.26,Plastic,6,1,5.0,WiFi 6,A17 Bionic,16,128,6.45,OLED,120,3939,45,200,50,Other,138.1,7.09
Xiaomi,Android,2024,1526,2658,81.84,Plastic,5,2,5.0,WiFi 5,Helio G85,4,512,6.73,OLED,90,5189,45,48,16,Wide,199.7,8.04
Sony,Android,2018,3436,4971,94.06,Metal,2,2,5.0,WiFi 6,Snapdragon 778G,8,128,6.57,AMOLED,60,5432,100,108,16,Depth,145.7,7.48
OnePlus,Android,2023,6455,8547,86.22,Metal,7,2,5.2,WiFi 6E,Tensor G3,8,64,6.32,OLED,144,5879,18,108,16,"Wide, Macro",199.6,8.8
Realme,Android,2021,2800,2199,89.54,Glass,2,2,5.3,WiFi 5,Exynos 1380,12,128,5.68,LCD,60,5240,45,50,8,"Macro, Ultra-Wide",204.2,8.16
Samsung,Android,2025,6123,6479,77.93,Glass,5,2,4.2,WiFi 6E,Tensor G3,12,128,6.78,LCD,120,3291,45,200,16,Ultra-Wide,183.0,7.77
OnePlus,Android,2024,5081,7324,78.84,Plastic,6,2,5.1,WiFi 6,A17 Bionic,12,256,5.95,OLED,90,6166,33,50,32,Other,191.6,9.23
Motorola,Android,2020,1084,2146,81.88,Metal,5,1,5.2,WiFi 6E,Dimensity 6020,4,128,6.26,LCD,144,5319,25,13,32,"Ultra-Wide, Telephoto",152.3,8.51
Realme,Android,2018,1110,1300,93.97,Plastic,5,1,5.0,WiFi 6,Helio G85,6,64,5.74,LCD,60,5086,25,48,50,Other,188.2,9.43
Xiaomi,Android,2021,2183,2808,83.93,Plastic,5,2,5.3,WiFi 5,Helio G85,3,256,6.29,AMOLED,90,5364,33,48,8,Ultra-Wide,174.7,7.57
Samsung,Android,2025,5432,6522,82.12,Metal,6,2,4.2,WiFi 6E,Tensor G3,12,128,6.39,OLED,120,4560,100,50,8,Other,199.3,7.08
Sony,Android,2022,1136,2278,93.96,Plastic,5,1,5.2,WiFi 6E,Dimensity 6020,4,128,5.91,AMOLED,60,4900,65,48,16,Other,187.5,7.15
Apple,iOS,2024,9943,12714,82.14,Plastic,5,2,5.0,WiFi 6,Tensor G3,16,128,5.97,OLED,90,2940,45,50,16,"Telephoto, Wide",205.0,9.42
Samsung,Android,2022,7572,10297,75.79,Glass,3,1,5.3,WiFi 5,A17 Bionic,16,512,5.55,AMOLED,120,5271,33,50,16,"Macro, Wide",175.2,8.44
OnePlus,Android,2020,1907,2669,75.05,Glass,4,1,5.3,WiFi 6E,Snapdragon 778G,8,128,6.43,LCD,120,4092,18,64,16,"Depth, Wide",181.9,8.01
Samsung,Android,2018,7215,9581,90.11,Glass,7,1,5.0,WiFi 6,A17 Bionic,12,128,6.64,OLED,60,4984,45,108,50,Ultra-Wide,190.3,8.59
Oppo,Android,2025,3771,5181,79.79,Metal,4,2,5.0,WiFi 5,Snapdragon 778G,8,128,6.46,LCD,120,5753,25,64,50,"Ultra-Wide, Depth",230.5,9.23
Sony,Android,2019,4154,5317,83.14,Metal,4,1,4.2,WiFi 6E,Exynos 1380,8,64,6.13,AMOLED,120,3128,100,64,32,Depth,169.4,8.19
Realme,Android,2025,1778,1742,82.88,Plastic,6,1,4.2,WiFi 6E,Snapdragon 680,3,128,6.71,AMOLED,90,5366,65,48,8,Wide,174.6,8.42
Xiaomi,Android,2023,2548,3740,93.54,Glass,3,1,5.0,WiFi 5,Snapdragon 778G,8,256,6.85,OLED,60,4575,65,50,50,"Telephoto, Ultra-Wide",197.2,8.96
OnePlus,Android,2024,6337,7784,85.02,Metal,5,2,5.2,WiFi 6E,A17 Bionic,16,128,6.28,OLED,120,4749,25,108,8,Other,203.9,7.79
Samsung,Android,2023,6481,7680,83.13,Metal,6,2,5.2,WiFi 5,Tensor G3,16,64,6.4,AMOLED,90,4667,33,50,50,"Wide, Telephoto",201.4,9.08
Realme,Android,2020,1435,2588,83.13,Plastic,4,2,4.2,WiFi 6,Dimensity 6020,3,128,5.69,LCD,90,5145,18,50,50,Other,197.2,7.13
Realme,Android,2022,3336,3623,84.75,Glass,6,2,5.1,WiFi 5,Snapdragon 778G,6,128,6.18,LCD,90,5921,25,64,8,Wide,200.2,7.44
Sony,Android,2021,3073,5775,81.87,Plastic,6,2,5.2,WiFi 6E,Exynos 1380,6,128,6.64,AMOLED,60,5225,45,108,50,"Telephoto, Wide",181.8,8.26
Samsung,Android,2018,6421,8891,86.72,Glass,3,1,5.0,WiFi 6E,Snapdragon 8 Gen 2,16,256,6.04,AMOLED,120,6585,33,200,16,"Depth, Wide",181.1,8.51
Google,Android,2019,5143,6819,93.79,Metal,6,1,4.2,WiFi 6,Dimensity 900,6,64,5.82,OLED,60,5360,18,108,8,Other,192.3,7.98
Oppo,Android,2020,1126,1992,91.85,Glass,3,1,5.0,WiFi 6,Helio G85,4,256,5.68,AMOLED,90,5113,25,50,50,"Telephoto, Ultra-Wide",186.4,8.04
Oppo,Android,2022,1106,1887,93.52,Glass,6,2,4.2,WiFi 6,Snapdragon 680,3,64,6.4,AMOLED,60,4065,65,50,50,"Wide, Telephoto",192.8,8.2
Oppo,Android,2025,2319,3392,91.4,Plastic,5,2,5.2,WiFi 5,Dimensity 900,8,64,5.6,AMOLED,90,4776,45,108,16,Other,191.5,8.45
Realme,Android,2023,1186,1199,89.63,Metal,6,1,5.3,WiFi 6E,Helio G85,4,256,6.53,LCD,60,4062,65,50,50,Other,181.1,9.32
Realme,Android,2021,2123,1605,92.63,Glass,5,1,5.2,WiFi 6E,Dimensity 6020,4,64,6.8,AMOLED,60,4488,33,50,8,Other,198.6,9.07
Vivo,Android,2024,1490,1686,90.71,Metal,6,2,5.1,WiFi 6,Snapdragon 680,6,64,6.13,AMOLED,120,5062,25,48,8,Telephoto,173.1,8.15
Realme,Android,2022,1203,2465,89.21,Plastic,2,1,5.1,WiFi 6,Dimensity 6020,3,128,6.64,AMOLED,120,4436,18,13,8,Other,194.3,7.26
Google,Android,2025,5212,7176,77.61,Metal,5,2,5.0,WiFi 6,A17 Bionic,8,128,6.25,OLED,120,4343,18,200,8,Ultra-Wide,206.7,8.19
OnePlus,Android,2018,5880,7975,81.73,Metal,6,2,5.2,WiFi 5,Tensor G3,12,128,6.47,OLED,90,5147,65,200,16,"Ultra-Wide, Telephoto",195.6,8.33
Apple,iOS,2021,7142,9473,84.95,Glass,7,2,5.3,WiFi 5,Snapdragon 8 Gen 2,8,512,6.26,AMOLED,120,3134,25,200,16,"Ultra-Wide, Macro",163.0,8.84
Samsung,Android,2022,5838,6630,85.8,Plastic,3,1,5.2,WiFi 5,A17 Bionic,12,128,6.81,OLED,90,5400,33,200,8,Other,191.4,8.93
Sony,Android,2024,2953,4665,94.13,Metal,7,2,5.1,WiFi 5,Dimensity 900,6,256,6.9,LCD,60,6207,65,64,16,Depth,169.8,7.78
Sony,Android,2018,4070,5627,75.79,Metal,6,1,5.3,WiFi 6E,Exynos 1380,6,64,5.64,AMOLED,90,4265,65,108,16,Depth,181.7,8.59
Oppo,Android,2022,3492,4262,88.68,Plastic,7,1,5.2,WiFi 5,Dimensity 900,8,128,6.25,OLED,144,7569,33,108,16,"Depth, Telephoto",212.4,7.86
Realme,Android,2021,3187,4505,82.14,Metal,7,1,5.0,WiFi 6,Exynos 1380,8,256,6.78,AMOLED,60,3931,65,64,8,Other,194.2,7.12
Xiaomi,Android,2020,2478,2526,78.89,Metal,3,2,5.0,WiFi 6E,Exynos 1380,8,256,6.15,OLED,120,5057,18,50,50,Other,156.8,7.26
Xiaomi,Android,2019,1906,1692,86.38,Plastic,7,1,5.1,WiFi 5,Exynos 1380,8,64,5.88,AMOLED,60,5830,65,64,8,Other,127.8,8.74
Vivo,Android,2018,3053,3764,93.24,Glass,4,1,5.2,WiFi 6E,Dimensity 900,8,256,5.53,LCD,60,4723,18,50,8,Other,176.4,7.78
Motorola,Android,2023,3032,3664,92.45,Metal,6,2,5.2,WiFi 6E,Snapdragon 778G,12,64,6.62,OLED,120,4451,65,50,8,Telephoto,215.1,7.49
Sony,Android,2025,2638,2914,94.12,Glass,5,2,5.3,WiFi 5,Snapdragon 778G,12,128,5.56,AMOLED,60,5332,18,108,8,"Telephoto, Wide",177.0,8.68
Realme,Android,2018,1749,2394,92.54,Metal,7,1,5.1,WiFi 5,Snapdragon 680,6,512,6.01,LCD,60,4942,18,48,8,"Ultra-Wide, Telephoto",191.0,9.27
OnePlus,Android,2024,4778,6670,86.45,Plastic,3,2,5.3,WiFi 6E,Tensor G3,8,128,5.98,OLED,120,6573,18,50,8,Other,163.9,8.32
OnePlus,Android,2025,4275,6431,77.37,Metal,6,2,4.2,WiFi 5,Snapdragon 778G,6,128,5.67,AMOLED,60,4098,18,64,50,Other,174.9,9.11
Google,Android,2018,1490,2116,76.72,Glass,4,1,4.2,WiFi 6,Dimensity 900,12,64,6.68,AMOLED,60,3820,45,108,32,Other,183.1,8.04
Realme,Android,2023,828,1267,94.49,Metal,5,1,5.1,WiFi 6E,Snapdragon 680,4,128,6.52,OLED,90,6312,65,13,8,Other,201.8,7.78
Sony,Android,2019,3324,4245,85.34,Plastic,5,1,5.3,WiFi 5,Exynos 1380,6,256,6.72,LCD,60,4816,100,50,50,Ultra-Wide,179.0,7.05
Samsung,Android,2021,1783,2269,82.02,Plastic,5,1,4.2,WiFi 6,Dimensity 900,12,64,5.66,LCD,144,5484,25,50,16,"Wide, Depth",192.3,9.26
OnePlus,Android,2024,6181,6708,83.86,Metal,2,2,5.3,WiFi 5,Tensor G3,16,128,6.45,AMOLED,90,4139,25,50,32,Macro,227.7,8.1
Motorola,Android,2024,2181,1732,86.84,Plastic,6,2,5.3,WiFi 6,Dimensity 6020,3,128,6.69,LCD,120,4771,100,13,16,Wide,147.7,7.65
OnePlus,Android,2021,3917,5008,89.38,Plastic,2,1,5.1,WiFi 6,Dimensity 900,12,512,6.23,AMOLED,90,6166,25,108,8,Macro,261.9,7.13
Apple,iOS,2021,9426,13048,79.09,Metal,4,1,5.2,WiFi 6,Tensor G3,16,256,5.83,LCD,144,3785,45,50,8,Wide,191.4,7.32
Oppo,Android,2025,2087,2682,84.44,Plastic,7,1,5.1,WiFi 6E,Exynos 1380,12,64,5.84,AMOLED,120,5945,100,64,32,Other,176.7,8.95
Google,Android,2022,8246,10842,87.43,Metal,3,1,5.2,WiFi 6,Snapdragon 8 Gen 2,16,64,5.75,AMOLED,120,3592,25,200,16,Macro,214.7,9.49
Samsung,Android,2022,8002,8716,93.04,Metal,7,2,5.0,WiFi 5,A17 Bionic,8,64,6.32,LCD,144,5233,33,108,32,Other,165.7,8.39
Motorola,Android,2024,2694,2305,84.62,Plastic,3,1,5.1,WiFi 6E,Exynos 1380,12,64,5.58,OLED,60,5226,65,50,8,Depth,217.1,9.45
OnePlus,Android,2018,2973,4065,80.67,Plastic,4,2,4.2,WiFi 6E,Exynos 1380,8,64,6.36,AMOLED,90,5834,25,108,50,"Ultra-Wide, Depth",177.0,7.68
Oppo,Android,2025,122,496,89.62,Metal,2,1,5.3,WiFi 6,Dimensity 6020,4,512,6.64,AMOLED,60,5014,100,13,16,"Macro, Ultra-Wide",173.6,9.08
Vivo,Android,2024,2790,3481,91.02,Metal,3,1,5.3,WiFi 6E,Snapdragon 778G,8,64,5.92,LCD,120,5985,33,50,8,"Wide, Depth",174.5,7.44
OnePlus,Android,2021,2021,3050,80.43,Glass,6,2,5.1,WiFi 6,Exynos 1380,8,64,5.9,AMOLED,90,4518,33,64,8,"Depth, Macro",179.1,7.86
Realme,Android,2024,1123,2394,76.09,Plastic,3,2,5.0,WiFi 6,Snapdragon 778G,6,64,6.09,AMOLED,90,5570,33,50,50,Wide,215.0,8.17
Motorola,Android,2021,3101,2645,91.52,Metal,4,2,5.0,WiFi 6E,Exynos 1380,6,128,6.24,AMOLED,144,4722,18,50,32,"Wide, Macro",185.0,8.41
Apple,iOS,2018,9362,11259,76.36,Metal,6,1,5.3,WiFi 5,Snapdragon 8 Gen 2,16,256,5.52,OLED,144,3343,33,200,50,"Macro, Wide",157.9,8.65
OnePlus,Android,2023,4114,4768,84.07,Metal,2,2,4.2,WiFi 6,Snapdragon 778G,12,128,5.99,AMOLED,90,5725,45,108,8,Wide,204.0,8.74
Motorola,Android,2022,954,2957,90.29,Metal,2,1,4.2,WiFi 6,Snapdragon 680,3,256,6.66,AMOLED,120,5559,45,13,16,Other,151.9,8.82
OnePlus,Android,2018,3344,4957,85.33,Glass,7,1,5.2,WiFi 6E,Exynos 1380,6,64,6.86,OLED,60,6944,18,50,16,Other,188.7,8.15
Realme,Android,2023,1578,2488,85.68,Metal,2,2,5.0,WiFi 6,Helio G85,4,64,6.66,LCD,120,4997,25,13,8,"Macro, Ultra-Wide",161.6,8.43
Apple,iOS,2020,7906,10479,85.63,Metal,7,2,5.2,WiFi 6,Snapdragon 8 Gen 2,8,64,6.4,AMOLED,120,3431,18,50,16,"Telephoto, Ultra-Wide",157.8,7.25
Google,Android,2021,5255,7363,84.16,Glass,4,2,4.2,WiFi 5,A17 Bionic,8,256,5.65,OLED,120,5016,25,50,16,Depth,203.1,7.88
Google,Android,2024,7459,9285,75.09,Plastic,3,1,5.0,WiFi 6E,Snapdragon 8 Gen 2,16,128,5.82,OLED,60,3937,65,200,16,"Macro, Ultra-Wide",197.8,8.39
Sony,Android,2018,3129,3299,83.78,Metal,2,1,5.1,WiFi 6E,Snapdragon 778G,12,128,6.87,AMOLED,60,5567,25,64,50,"Wide, Ultra-Wide",165.1,9.4
Motorola,Android,2025,1588,1978,79.35,Metal,2,2,5.1,WiFi 5,Snapdragon 680,6,64,5.72,AMOLED,60,5669,18,13,32,Ultra-Wide,167.4,7.38
Sony,Android,2021,3023,4576,87.24,Plastic,2,1,5.0,WiFi 6,Exynos 1380,6,64,6.77,LCD,90,4257,100,64,32,"Depth, Wide",192.0,8.5
Vivo,Android,2022,2371,1949,76.16,Metal,4,1,5.2,WiFi 5,Dimensity 900,12,64,6.62,AMOLED,60,3639,25,64,8,Other,200.1,7.72
Oppo,Android,2023,1067,1682,85.18,Glass,5,2,5.3,WiFi 6E,Dimensity 6020,6,256,5.52,OLED,144,5140,65,50,8,"Depth, Wide",181.2,7.33
Motorola,Android,2025,2422,4294,87.21,Glass,5,1,5.3,WiFi 5,Dimensity 900,6,128,6.17,OLED,144,5674,45,50,32,Other,191.9,7.95
Realme,Android,2018,2166,2878,88.93,Plastic,2,2,5.0,WiFi 6E,Snapdragon 680,6,512,6.75,AMOLED,60,4558,65,50,16,Other,195.1,7.26
OnePlus,Android,2023,4048,5815,84.92,Metal,4,1,5.1,WiFi 6E,Exynos 1380,12,64,6.89,AMOLED,120,3439,100,64,50,"Ultra-Wide, Wide",218.8,7.19
Sony,Android,2024,2537,3090,87.63,Glass,7,2,4.2,WiFi 5,Dimensity 900,6,128,6.43,OLED,90,5424,45,108,8,"Macro, Depth",173.7,9.35
OnePlus,Android,2023,3263,4080,79.93,Plastic,2,2,5.3,WiFi 5,Snapdragon 778G,12,128,6.26,OLED,60,4289,45,64,16,Other,190.5,8.57
Samsung,Android,2023,3901,4453,80.01,Glass,6,2,5.2,WiFi 6E,Dimensity 900,8,64,6.54,LCD,144,4517,100,50,8,Other,203.6,8.82
Xiaomi,Android,2022,1408,1475,78.86,Glass,4,2,4.2,WiFi 6E,Snapdragon 680,6,128,6.57,LCD,90,4598,65,13,8,Wide,209.3,8.23
Samsung,Android,2022,8409,10454,79.35,Plastic,7,1,5.1,WiFi 5,Tensor G3,8,64,6.77,OLED,60,5880,65,50,16,Other,205.7,7.61
Apple,iOS,2020,6551,7328,94.14,Metal,3,1,5.3,WiFi 6,Snapdragon 8 Gen 2,8,128,5.91,LCD,120,3664,45,200,50,Depth,187.4,9.42
Motorola,Android,2025,2464,2201,89.75,Plastic,6,2,4.2,WiFi 5,Helio G85,6,64,5.72,AMOLED,120,5280,33,50,50,Other,201.7,7.8
Oppo,Android,2024,3100,3516,79.99,Glass,3,2,5.3,WiFi 5,Exynos 1380,8,128,5.56,OLED,120,5641,45,64,8,Other,147.2,8.94
Sony,Android,2025,3503,5036,75.27,Metal,4,1,5.3,WiFi 6E,Exynos 1380,12,64,6.51,LCD,120,5868,33,50,50,"Macro, Telephoto",227.5,8.22
Vivo,Android,2020,2882,3596,81.22,Metal,7,2,5.3,WiFi 6,Snapdragon 778G,12,128,5.56,AMOLED,60,4456,18,64,16,Other,167.1,8.71
Motorola,Android,2025,2383,3840,94.59,Metal,6,2,5.3,WiFi 6E,Exynos 1380,8,512,5.52,LCD,90,5354,25,64,8,"Macro, Depth",173.1,9.19
Samsung,Android,2021,3518,4368,76.08,Metal,3,1,5.1,WiFi 5,Dimensity 900,8,128,6.76,LCD,60,5445,65,64,8,"Macro, Depth",174.1,7.11
Vivo,Android,2024,3087,4700,94.19,Glass,5,1,5.0,WiFi 6E,Exynos 1380,8,64,5.75,OLED,90,3733,18,64,16,Wide,195.6,8.91
Apple,iOS,2023,9425,12670,86.0,Glass,7,2,5.3,WiFi 5,Snapdragon 8 Gen 2,16,128,6.52,AMOLED,90,2953,25,50,8,"Macro, Depth",195.7,8.32
OnePlus,Android,2025,2248,3441,92.86,Metal,4,2,5.0,WiFi 6E,Exynos 1380,8,128,6.89,AMOLED,60,5435,18,64,50,"Depth, Ultra-Wide",177.0,7.54
Google,Android,2022,7347,7747,79.18,Glass,3,1,5.0,WiFi 5,A17 Bionic,16,128,5.89,OLED,120,4823,45,200,50,"Macro, Telephoto",183.2,7.01
Xiaomi,Android,2023,1062,1993,81.44,Plastic,7,1,5.2,WiFi 6,Snapdragon 680,3,256,5.82,AMOLED,60,5647,45,48,50,Other,230.7,7.19
Samsung,Android,2024,4781,6130,81.24,Metal,3,2,5.1,WiFi 5,Exynos 1380,12,128,5.59,AMOLED,60,5642,100,50,50,Other,178.7,8.25
Sony,Android,2025,2989,5077,91.83,Plastic,7,2,5.2,WiFi 5,Dimensity 900,8,128,6.63,LCD,120,4847,25,108,8,"Ultra-Wide, Telephoto",205.2,7.07
Realme,Android,2023,2344,2072,94.0,Metal,7,1,5.2,WiFi 5,Snapdragon 680,3,128,6.73,AMOLED,120,5976,25,13,8,"Ultra-Wide, Macro",204.7,9.3
Oppo,Android,2022,2333,1554,85.17,Plastic,4,1,4.2,WiFi 6,Dimensity 6020,3,128,6.5,OLED,90,3800,18,50,8,"Ultra-Wide, Macro",171.5,8.33
OnePlus,Android,2024,7586,8560,75.85,Plastic,6,2,5.3,WiFi 5,Snapdragon 8 Gen 2,12,128,6.3,OLED,144,4232,33,200,16,Other,211.4,8.4
Samsung,Android,2025,4720,6492,89.01,Glass,7,2,4.2,WiFi 5,A17 Bionic,16,128,5.66,OLED,120,4589,18,200,32,"Macro, Telephoto",205.5,9.34
Sony,Android,2021,5225,6443,82.63,Glass,7,2,5.0,WiFi 6,Tensor G3,12,128,6.44,OLED,144,5302,33,50,32,Other,182.7,8.81
