brand,os,price,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm,gpu_per_cpu
Xiaomi,Android,308.24,2019,2084,2831,89.5,Metal,3,2,4.2,WiFi 6E,Exynos 1380,6,64,5.62,LCD,90,4728,45,50,32,"Telephoto, Macro",170.9,8.97,0.7361356411162133
Google,Android,841.9,2020,5717,7360,81.66,Plastic,5,1,4.2,WiFi 6E,Tensor G3,12,256,6.51,AMOLED,120,6601,18,50,8,"Macro, Telephoto",195.9,9.07,0.7767663043478261
Apple,iOS,1446.09,2025,10577,13877,83.62,Glass,6,2,5.0,WiFi 6E,Tensor G3,8,128,5.73,OLED,120,2918,65,200,32,Macro,187.2,9.21,0.7621964401527708
Apple,iOS,1320.49,2022,9640,12140,75.16,Glass,7,1,4.2,WiFi 6E,Snapdragon 8 Gen 2,16,512,6.09,AMOLED,120,3384,100,108,32,"Macro, Telephoto",192.3,9.26,0.7940691927512356
Google,Android,1027.37,2023,7563,9383,77.33,Metal,7,2,5.3,WiFi 6,A17 Bionic,16,128,6.26,AMOLED,120,5145,65,50,8,"Wide, Telephoto",192.2,9.45,0.8060321858680592
Oppo,Android,226.68,2019,2627,1495,93.4,Plastic,7,1,4.2,WiFi 6E,Dimensity 6020,3,256,6.43,LCD,90,5846,25,48,16,Other,183.2,8.19,1.757190635451505
Samsung,Android,325.56,2020,2587,3465,80.35,Glass,7,1,5.2,WiFi 6E,Snapdragon 778G,12,64,6.68,AMOLED,60,4237,25,64,32,"Depth, Macro",150.9,7.05,0.7466089466089466
Realme,Android,233.53,2019,2440,1938,89.72,Plastic,6,1,5.0,WiFi 6,Snapdragon 680,4,64,6.84,AMOLED,60,4735,45,50,50,"Telephoto, Wide",197.3,8.97,1.2590299277605779
Xiaomi,Android,355.94,2022,2126,3132,81.61,Plastic,6,2,5.0,WiFi 6E,Snapdragon 778G,8,64,5.54,LCD,120,5054,100,64,50,Other,187.7,8.74,0.6787994891443168
Sony,Android,521.81,2022,3691,5788,87.21,Plastic,5,2,5.2,WiFi 5,Snapdragon 778G,12,128,6.15,LCD,60,4857,65,64,32,"Depth, Telephoto",173.5,8.03,0.6376986869384934
Motorola,Android,289.7,2022,2260,3182,84.63,Plastic,3,2,5.1,WiFi 6,Snapdragon 778G,8,64,5.66,AMOLED,90,4895,65,108,8,Ultra-Wide,179.9,7.41,0.71024512884978
Motorola,Android,168.14,2021,0,1106,75.59,Metal,7,2,5.3,WiFi 6E,Dimensity 6020,3,256,5.53,OLED,60,5371,18,13,8,Other,226.1,7.46,0.0
Apple,iOS,1055.68,2025,8149,9109,84.94,Glass,2,2,5.0,WiFi 6,A17 Bionic,12,128,5.62,AMOLED,120,3440,45,50,50,"Wide, Telephoto",182.1,7.89,0.8946097266439785
Xiaomi,Android,351.55,2018,3312,3054,76.81,Metal,3,2,5.3,WiFi 6E,Dimensity 900,12,64,6.82,OLED,90,5529,45,108,50,Other,209.3,8.33,1.0844793713163066
Vivo,Android,379.95,2021,2664,2924,90.55,Glass,2,2,5.0,WiFi 5,Snapdragon 778G,12,64,6.46,AMOLED,60,4417,25,108,50,Wide,186.9,8.92,0.9110807113543091
Sony,Android,518.25,2023,3659,4032,94.63,Plastic,3,1,4.2,WiFi 5,Snapdragon 778G,8,128,6.48,AMOLED,60,4502,18,50,50,Other,190.5,8.42,0.9074900793650794
Motorola,Android,401.71,2018,3133,3461,87.55,Metal,6,1,5.1,WiFi 6E,Dimensity 900,12,128,6.61,OLED,90,5637,33,64,8,Ultra-Wide,184.0,9.06,0.9052297023981508
Motorola,Android,347.06,2025,2318,3891,94.9,Metal,3,1,5.0,WiFi 5,Snapdragon 778G,6,128,5.64,LCD,90,4097,33,108,50,Depth,152.8,8.79,0.595733744538679
Google,Android,909.11,2018,6058,8273,87.96,Metal,5,1,5.1,WiFi 5,A17 Bionic,8,128,5.87,AMOLED,60,4615,65,50,32,Other,184.4,9.07,0.7322615737942705
Xiaomi,Android,204.98,2024,1565,2129,87.28,Metal,4,1,5.0,WiFi 6,Helio G85,6,128,6.63,AMOLED,60,4821,33,48,8,Other,158.2,8.88,0.7350868952559887
Realme,Android,334.41,2018,3021,2936,86.84,Metal,3,2,5.2,WiFi 5,Snapdragon 778G,6,512,5.66,OLED,60,4332,33,108,16,Ultra-Wide,205.5,8.61,1.0289509536784742
Google,Android,254.19,2025,2443,2533,85.69,Plastic,3,1,5.3,WiFi 5,Dimensity 6020,3,128,5.7,OLED,144,4751,45,50,8,Other,244.1,7.74,0.9644690090801421
Sony,Android,484.78,2020,3817,5250,86.59,Plastic,4,2,4.2,WiFi 5,Snapdragon 778G,6,128,6.31,AMOLED,144,4681,25,64,8,Other,169.5,7.67,0.727047619047619
Sony,Android,333.84,2018,2892,3568,94.21,Plastic,5,1,5.2,WiFi 5,Exynos 1380,12,128,6.51,AMOLED,60,5517,65,64,32,Other,198.8,7.02,0.8105381165919282
Vivo,Android,67.06,2020,797,1072,88.69,Metal,6,1,5.1,WiFi 6E,Helio G85,4,64,5.84,OLED,60,3966,25,48,50,"Ultra-Wide, Depth",174.3,8.73,0.7434701492537313
Google,Android,946.92,2023,6914,8060,93.46,Plastic,4,2,5.0,WiFi 6E,Snapdragon 8 Gen 2,16,128,6.65,OLED,120,3373,45,50,16,Depth,138.3,7.93,0.8578163771712158
Realme,Android,343.39,2021,2348,3137,80.91,Plastic,4,2,5.3,WiFi 6E,Exynos 1380,8,128,6.8,LCD,60,5965,18,108,50,Other,217.2,8.46,0.7484858144724259
Sony,Android,198.41,2025,1724,1085,87.6,Metal,6,2,5.3,WiFi 6,Dimensity 6020,6,128,6.74,AMOLED,120,5962,25,13,8,"Ultra-Wide, Depth",196.0,7.65,1.5889400921658987
OnePlus,Android,594.07,2024,4309,5888,78.17,Plastic,4,1,5.3,WiFi 6,Dimensity 900,6,256,6.44,LCD,120,4620,33,108,16,Other,161.8,7.1,0.731827445652174
Apple,iOS,1226.65,2021,9958,11274,88.81,Metal,7,2,5.1,WiFi 6E,Snapdragon 8 Gen 2,8,128,6.82,AMOLED,144,3699,18,50,50,Other,187.6,8.34,0.8832712435692744
OnePlus,Android,691.66,2018,5382,7328,89.55,Glass,6,2,5.2,WiFi 6E,Tensor G3,12,128,6.05,OLED,120,3889,18,50,32,"Ultra-Wide, Wide",189.7,8.44,0.7344432314410481
Samsung,Android,1001.97,2020,7454,10331,87.74,Plastic,7,2,5.3,WiFi 6,Snapdragon 8 Gen 2,8,128,5.89,AMOLED,120,3495,100,108,32,Other,149.4,9.31,0.7215177620753074
Sony,Android,719.12,2025,5564,7076,83.43,Metal,2,2,5.3,WiFi 6E,Tensor G3,8,64,6.74,AMOLED,120,4660,33,108,50,Macro,202.4,7.23,0.78631995477671
Apple,iOS,1202.15,2022,8350,10937,76.41,Glass,4,1,5.0,WiFi 6E,Snapdragon 8 Gen 2,8,256,6.69,OLED,120,3295,33,108,16,Other,190.9,7.44,0.763463472615891
Samsung,Android,1034.01,2025,7279,9288,92.27,Glass,3,2,4.2,WiFi 5,Snapdragon 8 Gen 2,12,128,6.85,AMOLED,60,6154,33,108,8,Other,161.7,7.54,0.7836993970714901
Vivo,Android,471.73,2018,4007,4619,89.43,Metal,6,2,5.0,WiFi 6,Dimensity 900,8,256,6.74,OLED,60,4425,33,50,32,Other,198.7,9.21,0.8675037886988526
Sony,Android,594.22,2021,4310,4867,77.36,Plastic,6,1,4.2,WiFi 5,Snapdragon 778G,12,512,6.33,LCD,144,3671,33,50,50,Other,210.1,8.43,0.8855557838504212
Motorola,Android,440.3,2020,3382,4412,86.79,Metal,7,2,4.2,WiFi 5,Exynos 1380,8,128,6.28,AMOLED,144,4667,65,108,8,Wide,179.8,7.52,0.7665457842248413
Apple,iOS,1274.8,2023,7861,12680,93.99,Plastic,4,1,5.3,WiFi 6E,A17 Bionic,12,256,6.01,AMOLED,120,3631,25,200,50,Telephoto,203.7,8.96,0.6199526813880126
Sony,Android,622.76,2025,3837,6049,85.96,Metal,7,2,5.0,WiFi 6E,Exynos 1380,12,128,6.03,LCD,120,6296,33,64,8,"Macro, Telephoto",227.1,8.47,0.6343197222681435
Samsung,Android,894.37,2021,6142,8247,89.67,Metal,3,2,5.0,WiFi 5,Tensor G3,16,256,5.69,LCD,90,7214,33,50,16,Ultra-Wide,192.7,9.01,0.7447556687280223
Oppo,Android,290.2,2023,2814,2202,81.03,Glass,2,1,5.3,WiFi 6,Exynos 1380,8,128,6.59,OLED,60,4302,45,50,8,"Depth, Wide",219.0,8.2,1.2779291553133516
Google,Android,841.18,2024,7672,7239,86.39,Plastic,4,1,5.2,WiFi 6E,Tensor G3,16,64,6.42,AMOLED,144,5195,18,108,50,"Ultra-Wide, Depth",198.6,9.43,1.0598148915596077
Oppo,Android,255.29,2024,1681,2884,94.12,Plastic,7,2,5.0,WiFi 6E,Helio G85,6,64,6.33,LCD,60,4428,18,50,50,Other,174.8,7.31,0.5828710124826629
Motorola,Android,67.06,2020,1133,1145,94.3,Metal,7,2,5.3,WiFi 6E,Dimensity 6020,4,64,5.66,AMOLED,60,5868,25,50,16,Other,179.5,9.39,0.9895196506550218
Xiaomi,Android,351.59,2025,2907,3506,82.53,Glass,5,1,5.2,WiFi 6E,Exynos 1380,8,128,6.46,LCD,60,4608,65,50,16,Other,219.1,8.36,0.8291500285225328
Oppo,Android,320.12,2025,1953,2429,77.59,Metal,5,2,4.2,WiFi 5,Exynos 1380,12,128,6.57,LCD,60,4585,18,108,50,Wide,178.3,9.23,0.8040345821325648
Samsung,Android,793.38,2019,5916,6891,76.67,Glass,7,1,5.1,WiFi 6,Tensor G3,8,64,5.72,AMOLED,120,5558,33,200,32,"Ultra-Wide, Telephoto",161.2,7.97,0.8585111014366565
OnePlus,Android,446.06,2022,3327,4893,86.13,Metal,5,2,4.2,WiFi 6,Snapdragon 778G,12,64,6.18,AMOLED,90,5066,65,50,16,Ultra-Wide,192.7,7.02,0.6799509503372164
Oppo,Android,380.52,2018,3820,3740,91.86,Glass,4,2,5.0,WiFi 6,Exynos 1380,6,128,5.59,AMOLED,90,3676,65,64,32,"Telephoto, Macro",179.1,8.87,1.0213903743315509
Sony,Android,654.44,2022,5607,6858,77.74,Glass,4,1,5.0,WiFi 5,Exynos 1380,6,256,6.34,LCD,120,4682,45,50,16,Other,200.9,7.5,0.8175853018372703
Google,Android,528.73,2022,3907,5242,80.0,Metal,6,2,5.3,WiFi 5,Dimensity 900,12,64,6.4,LCD,90,4261,33,50,32,"Depth, Ultra-Wide",235.6,8.92,0.7453262113697062
OnePlus,Android,778.68,2023,5657,7773,77.24,Glass,2,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,16,128,6.5,AMOLED,60,3492,18,200,32,"Telephoto, Depth",187.7,7.54,0.7277756336034993
Xiaomi,Android,179.86,2020,1678,1689,76.43,Plastic,3,2,5.1,WiFi 6,Snapdragon 680,3,128,6.86,AMOLED,120,4960,18,13,32,Other,201.7,7.07,0.9934872705743043
Sony,Android,393.68,2025,3081,3604,80.06,Glass,2,2,5.3,WiFi 5,Snapdragon 778G,8,128,6.61,AMOLED,90,4296,100,50,8,Other,176.5,7.44,0.8548834628190899
Motorola,Android,361.04,2019,3073,2977,86.49,Metal,4,2,5.0,WiFi 5,Dimensity 900,12,128,6.34,LCD,120,4799,33,108,8,Other,176.9,7.02,1.032247228753779
Samsung,Android,332.26,2023,2480,3111,94.57,Metal,3,1,5.0,WiFi 6,Dimensity 900,6,64,5.8,AMOLED,90,5639,45,108,50,"Macro, Wide",233.4,8.92,0.7971713275474124
Sony,Android,454.73,2022,3682,5291,84.28,Plastic,7,2,5.3,WiFi 6E,Dimensity 900,6,64,6.09,LCD,60,5193,65,64,8,Ultra-Wide,173.1,8.02,0.6958986958986959
Samsung,Android,581.64,2023,4730,5543,76.96,Glass,6,1,4.2,WiFi 5,Exynos 1380,6,64,6.41,LCD,120,5775,25,50,50,Other,186.0,7.85,0.8533285224607613
Oppo,Android,252.83,2018,1476,2693,93.41,Metal,7,1,5.1,WiFi 5,Snapdragon 680,4,256,6.29,AMOLED,144,4760,33,50,50,"Macro, Wide",207.6,7.63,0.5480876346082436
Realme,Android,190.54,2023,732,1560,80.67,Metal,7,1,5.3,WiFi 6,Dimensity 6020,4,256,6.33,LCD,120,5087,100,48,16,Other,173.3,9.19,0.46923076923076923
Sony,Android,372.81,2018,2549,2943,78.43,Plastic,4,2,4.2,WiFi 6,Snapdragon 778G,8,128,6.1,LCD,120,3994,100,108,8,"Depth, Wide",204.3,8.23,0.8661230037376826
Motorola,Android,277.43,2025,2860,2736,94.2,Glass,3,2,5.0,WiFi 6,Dimensity 900,8,64,6.44,OLED,60,5711,18,50,8,"Ultra-Wide, Depth",222.1,8.24,1.0453216374269005
Realme,Android,327.15,2024,1787,2985,83.41,Glass,3,1,5.1,WiFi 6,Snapdragon 778G,12,256,6.9,LCD,90,5746,18,108,8,"Depth, Ultra-Wide",175.9,9.32,0.5986599664991625
Vivo,Android,391.6,2021,2683,3565,81.45,Glass,6,1,5.3,WiFi 6,Dimensity 900,6,256,5.75,LCD,90,6200,25,64,8,Ultra-Wide,187.9,9.49,0.7525946704067321
Realme,Android,215.84,2021,931,2461,82.97,Glass,7,1,5.2,WiFi 6E,Helio G85,6,128,5.53,AMOLED,60,5268,25,13,32,Other,167.5,8.7,0.3783015034538805
Sony,Android,332.16,2025,2219,3267,84.98,Metal,5,1,5.3,WiFi 5,Exynos 1380,12,128,6.02,AMOLED,120,4152,45,50,32,Other,196.4,7.32,0.6792164064891337
Motorola,Android,318.78,2021,2775,3035,81.98,Plastic,2,1,5.3,WiFi 6,Dimensity 900,6,128,6.38,LCD,120,3983,25,64,50,Telephoto,149.1,7.18,0.914332784184514
Realme,Android,248.5,2019,1191,2783,88.54,Glass,7,1,5.2,WiFi 5,Dimensity 6020,3,128,5.59,AMOLED,60,6046,18,50,16,Telephoto,160.2,7.63,0.4279554437657204
Apple,iOS,1355.44,2023,10271,12971,90.77,Metal,3,1,5.2,WiFi 6,Snapdragon 8 Gen 2,12,128,6.55,LCD,120,3806,25,50,50,Depth,200.1,7.12,0.7918433428417239
Samsung,Android,69.03,2018,1389,636,84.94,Plastic,2,2,5.3,WiFi 6E,Snapdragon 680,6,128,6.53,AMOLED,60,5209,45,13,50,Other,216.0,8.52,2.1839622641509435
Realme,Android,296.88,2023,1511,3333,85.95,Plastic,2,1,5.1,WiFi 5,Dimensity 900,6,256,5.61,LCD,90,6441,18,108,50,"Telephoto, Wide",180.8,7.24,0.4533453345334533
Vivo,Android,477.38,2023,3909,4192,83.59,Plastic,7,1,4.2,WiFi 5,Exynos 1380,12,128,5.83,AMOLED,60,5272,18,50,16,"Ultra-Wide, Wide",173.9,7.53,0.9324904580152672
Motorola,Android,101.42,2024,1018,1949,94.46,Plastic,6,1,4.2,WiFi 5,Dimensity 6020,6,64,6.51,LCD,90,4820,33,50,32,Other,205.3,8.17,0.5223191380194971
OnePlus,Android,605.86,2022,4554,5330,77.22,Plastic,3,1,4.2,WiFi 6E,Snapdragon 778G,12,256,6.35,LCD,90,5412,45,64,16,Depth,212.8,7.23,0.8544090056285178
Google,Android,624.08,2018,4521,5416,87.64,Plastic,5,2,5.2,WiFi 6E,Snapdragon 778G,8,256,6.08,AMOLED,60,4532,18,64,16,Other,156.3,8.06,0.8347488921713442
Sony,Android,573.39,2018,5085,5535,85.89,Plastic,2,2,5.3,WiFi 6E,Snapdragon 778G,8,128,6.02,AMOLED,60,5329,25,108,32,Depth,183.4,7.86,0.9186991869918699
Oppo,Android,290.51,2023,1778,3305,82.89,Glass,4,1,4.2,WiFi 6,Exynos 1380,6,128,6.73,AMOLED,144,3524,25,50,16,"Wide, Macro",197.1,7.53,0.5379727685325265
Sony,Android,561.74,2019,4209,5193,82.04,Metal,2,2,5.3,WiFi 5,Exynos 1380,6,256,6.72,OLED,120,5894,33,50,32,Other,199.3,7.53,0.8105141536683997
Realme,Android,208.55,2022,832,2083,93.1,Glass,6,2,5.1,WiFi 5,Dimensity 6020,3,64,6.45,AMOLED,90,3759,65,48,8,Other,185.1,8.84,0.39942390782525206
Xiaomi,Android,177.11,2020,1444,2092,82.69,Metal,7,1,5.1,WiFi 5,Helio G85,6,64,6.33,AMOLED,60,4369,45,13,16,Other,199.4,7.53,0.6902485659655831
OnePlus,Android,383.65,2023,2949,2751,75.27,Glass,6,2,5.0,WiFi 5,Snapdragon 778G,6,128,6.1,AMOLED,60,3447,25,50,32,Macro,198.3,7.6,1.0719738276990185
Motorola,Android,304.82,2018,2256,2997,89.77,Metal,5,2,5.1,WiFi 6E,Dimensity 900,6,512,5.82,LCD,120,4048,65,50,8,"Wide, Depth",170.8,7.59,0.7527527527527528
Samsung,Android,629.76,2022,5398,5513,87.76,Metal,5,1,5.2,WiFi 6E,Snapdragon 778G,6,128,6.71,OLED,60,5236,65,64,32,Other,170.3,7.36,0.9791402140395429
Xiaomi,Android,199.0,2019,1535,2521,78.01,Glass,7,2,5.2,WiFi 5,Dimensity 6020,6,128,6.46,AMOLED,60,5462,33,13,32,Other,179.9,9.15,0.6088853629512099
Xiaomi,Android,375.36,2024,2381,4747,94.8,Glass,5,2,5.0,WiFi 6E,Snapdragon 778G,6,512,6.86,AMOLED,120,4434,33,64,32,"Ultra-Wide, Telephoto",155.2,7.23,0.5015799452285654
Xiaomi,Android,358.74,2025,2631,3573,86.44,Plastic,5,1,5.1,WiFi 6,Snapdragon 778G,12,64,5.71,LCD,60,5040,18,50,8,"Telephoto, Depth",214.7,8.81,0.7363560033585222
Vivo,Android,324.52,2020,2515,3511,84.8,Plastic,4,1,5.3,WiFi 5,Snapdragon 778G,8,128,6.63,OLED,144,4428,18,64,50,Other,175.7,9.01,0.7163201367131872
Motorola,Android,531.79,2018,4330,5664,81.89,Metal,5,2,5.2,WiFi 6,Snapdragon 778G,8,128,6.84,LCD,120,4706,33,108,50,Other,193.7,7.08,0.7644774011299436
OnePlus,Android,827.88,2025,6160,7412,81.34,Glass,7,1,5.0,WiFi 6,A17 Bionic,8,512,5.76,OLED,120,5654,25,200,16,"Macro, Depth",192.9,7.5,0.8310847274689692
Samsung,Android,869.41,2022,6927,7494,85.89,Metal,7,2,5.3,WiFi 5,Tensor G3,8,64,6.85,OLED,120,4897,65,108,50,Ultra-Wide,196.8,7.15,0.9243394715772618
Sony,Android,353.28,2018,3797,2909,83.99,Metal,5,2,5.2,WiFi 6,Snapdragon 778G,12,64,6.69,LCD,90,5324,65,64,8,Other,189.2,7.9,1.305259539360605
Sony,Android,474.34,2021,4173,4635,77.64,Metal,4,1,5.0,WiFi 5,Snapdragon 778G,6,128,6.67,LCD,120,4344,45,108,32,"Telephoto, Wide",207.3,7.93,0.9003236245954692
Motorola,Android,450.73,2021,2899,3701,92.04,Plastic,7,2,4.2,WiFi 6E,Dimensity 900,6,64,5.81,AMOLED,90,4881,65,108,8,"Macro, Telephoto",166.4,9.09,0.7833018103215347
Realme,Android,225.53,2018,1973,2012,78.51,Plastic,7,1,5.3,WiFi 5,Dimensity 6020,6,128,6.85,LCD,90,4566,100,50,50,Other,212.8,8.68,0.9806163021868787
Oppo,Android,294.48,2024,1795,2388,84.27,Metal,7,1,5.3,WiFi 6E,Dimensity 900,6,128,6.25,LCD,90,3928,45,108,32,Wide,182.5,7.11,0.751675041876047
OnePlus,Android,519.68,2018,3902,4722,79.06,Metal,4,2,4.2,WiFi 6E,Dimensity 900,6,64,5.54,LCD,60,4122,45,64,16,Other,199.7,8.08,0.8263447691656078
Oppo,Android,188.35,2019,1272,1585,88.71,Metal,7,2,5.0,WiFi 5,Snapdragon 680,4,64,5.72,LCD,60,5227,33,48,32,Macro,207.1,7.66,0.8025236593059937
Xiaomi,Android,300.18,2018,1847,3530,83.32,Glass,2,2,4.2,WiFi 5,Snapdragon 778G,8,64,5.65,LCD,120,4385,25,108,32,"Telephoto, Macro",224.2,7.6,0.523229461756374
Realme,Android,160.88,2018,817,1839,78.14,Metal,3,2,5.3,WiFi 6E,Dimensity 6020,4,64,6.52,LCD,90,4088,25,48,50,Other,168.8,7.09,0.44426318651441
Oppo,Android,352.95,2024,1985,4351,84.72,Metal,2,1,4.2,WiFi 5,Snapdragon 778G,12,64,6.49,OLED,120,4596,18,50,16,Wide,187.3,7.86,0.45621696161801883
Motorola,Android,355.94,2023,3433,3719,76.44,Glass,4,1,5.1,WiFi 6,Snapdragon 778G,8,128,6.54,OLED,90,5169,65,108,50,Macro,197.7,7.64,0.9230976068835709
Realme,Android,140.73,2022,1081,925,79.24,Glass,2,1,4.2,WiFi 5,Dimensity 6020,6,128,6.22,AMOLED,90,6075,33,13,8,Depth,191.4,9.11,1.1686486486486487
Sony,Android,464.76,2023,3969,4703,80.13,Glass,7,2,5.2,WiFi 6,Exynos 1380,6,64,5.56,OLED,60,4643,33,64,32,"Telephoto, Ultra-Wide",180.5,8.3,0.8439294067616415
Motorola,Android,354.57,2021,1799,3390,83.13,Plastic,4,2,5.3,WiFi 5,Exynos 1380,8,256,5.85,LCD,90,6306,65,108,32,Other,157.4,9.32,0.5306784660766962
Vivo,Android,220.99,2021,1564,1980,86.19,Glass,2,1,5.0,WiFi 6E,Snapdragon 680,6,64,5.99,AMOLED,60,5896,25,48,32,Other,165.2,7.92,0.7898989898989899
OnePlus,Android,797.22,2024,6442,6897,75.55,Glass,3,2,4.2,WiFi 5,Tensor G3,8,64,5.91,LCD,144,4911,18,108,32,Other,204.9,8.13,0.9340292880962737
Sony,Android,612.43,2020,5180,5729,86.67,Metal,7,2,4.2,WiFi 5,Snapdragon 778G,6,512,6.26,LCD,90,3518,33,108,8,Other,197.3,8.43,0.904171757723861
Motorola,Android,388.82,2018,2862,3473,83.03,Plastic,2,2,5.0,WiFi 6,Snapdragon 778G,6,128,6.03,LCD,120,6227,65,50,32,"Wide, Depth",205.2,7.58,0.824071408004607
Xiaomi,Android,75.31,2024,1121,703,84.36,Metal,5,1,5.3,WiFi 5,Helio G85,3,256,6.61,LCD,90,5259,65,48,32,"Wide, Macro",203.4,8.49,1.5945945945945945
Xiaomi,Android,196.02,2022,1158,2329,81.14,Glass,5,2,5.3,WiFi 5,Snapdragon 680,6,128,6.28,LCD,120,5302,33,13,16,Other,232.3,9.25,0.49720910261914986
Sony,Android,787.27,2020,6295,6798,80.01,Glass,6,2,4.2,WiFi 5,Tensor G3,16,64,6.33,OLED,120,5246,65,108,16,Other,187.1,7.47,0.9260076493086202
OnePlus,Android,555.94,2023,3808,5492,90.81,Glass,3,1,5.0,WiFi 6E,Snapdragon 778G,6,64,6.76,OLED,90,4088,100,64,8,"Macro, Ultra-Wide",179.0,7.54,0.6933721777130372
Oppo,Android,525.21,2025,4126,4259,87.88,Plastic,7,2,5.2,WiFi 5,Snapdragon 778G,8,64,5.92,AMOLED,60,4843,65,64,16,Other,153.2,8.36,0.9687720122094389
Oppo,Android,327.78,2021,2246,2945,84.03,Metal,2,2,5.2,WiFi 6,Exynos 1380,8,256,5.66,LCD,120,5743,100,108,16,"Telephoto, Ultra-Wide",184.0,7.57,0.7626485568760611
OnePlus,Android,682.23,2021,5731,6312,81.84,Plastic,2,1,5.2,WiFi 5,A17 Bionic,16,256,6.49,OLED,120,5468,65,108,16,Other,143.6,8.2,0.9079531051964512
Google,Android,833.54,2018,5870,8013,86.42,Glass,5,2,5.3,WiFi 6E,A17 Bionic,16,128,6.11,OLED,60,5390,25,50,32,Other,205.9,7.88,0.7325595906651691
Apple,iOS,1004.57,2018,7537,9111,82.41,Plastic,5,1,5.2,WiFi 5,Snapdragon 8 Gen 2,16,128,6.76,AMOLED,120,3857,45,200,16,"Wide, Depth",201.0,8.58,0.827241795631654
Apple,iOS,1448.6,2023,10728,12898,91.02,Metal,3,2,5.0,WiFi 5,Tensor G3,16,256,6.09,LCD,120,3740,18,200,32,Other,182.2,7.34,0.8317568615289193
Realme,Android,173.16,2021,616,1783,86.01,Metal,3,2,5.2,WiFi 6E,Helio G85,4,64,6.71,LCD,60,5460,65,13,8,Other,200.2,7.91,0.34548513740886144
Sony,Android,478.91,2023,4069,5063,94.35,Metal,5,2,5.0,WiFi 6,Snapdragon 778G,6,64,5.71,OLED,60,4161,100,64,16,Other,206.5,7.24,0.8036737112383963
Samsung,Android,862.03,2023,6764,8630,90.75,Plastic,6,2,5.3,WiFi 6E,Snapdragon 8 Gen 2,16,128,5.74,OLED,144,4385,25,200,8,"Ultra-Wide, Telephoto",178.9,7.23,0.7837775202780997
OnePlus,Android,637.15,2024,5150,6688,76.08,Metal,3,2,5.0,WiFi 6E,Exynos 1380,8,256,6.58,AMOLED,144,4385,100,50,16,Other,183.6,8.49,0.7700358851674641
Xiaomi,Android,428.52,2023,2265,3800,85.46,Glass,5,2,5.0,WiFi 5,Exynos 1380,12,128,5.86,OLED,90,6461,45,64,16,Macro,214.1,7.34,0.5960526315789474
Google,Android,907.24,2019,7152,9622,86.13,Plastic,6,2,4.2,WiFi 6,Snapdragon 8 Gen 2,12,64,6.89,AMOLED,120,3677,45,108,16,"Wide, Telephoto",186.1,8.82,0.7432966119309915
Sony,Android,708.58,2024,5032,6733,92.22,Metal,7,1,5.2,WiFi 6,A17 Bionic,8,64,5.62,LCD,144,6253,18,50,16,"Macro, Wide",194.6,7.01,0.7473637308777662
Samsung,Android,415.57,2020,3258,4134,79.76,Metal,6,2,5.0,WiFi 5,Snapdragon 778G,12,64,6.4,AMOLED,90,5069,100,108,16,"Telephoto, Wide",204.0,7.98,0.7880986937590712
Vivo,Android,373.11,2023,2603,3888,91.47,Metal,2,1,5.0,WiFi 5,Exynos 1380,8,256,5.96,LCD,120,3708,65,64,32,"Wide, Depth",201.6,9.08,0.6694958847736625
Samsung,Android,616.89,2020,4869,5345,91.12,Plastic,2,1,5.2,WiFi 6,Exynos 1380,6,256,6.24,AMOLED,120,4976,65,64,16,Other,235.4,7.57,0.9109448082319925
Vivo,Android,384.47,2020,3622,3894,88.72,Plastic,7,2,5.3,WiFi 6,Snapdragon 778G,8,256,5.83,LCD,90,4724,18,64,32,Other,181.4,9.02,0.9301489470980996
Sony,Android,238.94,2019,1595,2207,81.31,Glass,3,2,5.3,WiFi 5,Dimensity 6020,4,64,5.73,AMOLED,60,4388,65,13,16,Macro,160.8,9.43,0.7227004984141369
Sony,Android,307.04,2018,2064,2029,89.45,Glass,5,2,4.2,WiFi 5,Exynos 1380,12,256,6.68,OLED,120,5864,65,64,32,"Macro, Telephoto",132.7,8.99,1.0172498767865943
Vivo,Android,294.7,2021,1220,2992,80.99,Glass,7,2,5.0,WiFi 5,Exynos 1380,8,64,6.54,AMOLED,90,5943,33,108,16,Other,187.0,7.26,0.4077540106951872
Xiaomi,Android,204.75,2024,1594,2679,89.13,Plastic,5,1,5.0,WiFi 6,Helio G85,6,128,6.49,AMOLED,60,4575,65,13,16,Other,191.9,9.25,0.5949981336319522
Xiaomi,Android,192.71,2018,1636,2729,80.19,Glass,6,2,4.2,WiFi 6,Helio G85,6,64,6.79,LCD,144,5494,25,48,32,Wide,190.2,8.8,0.5994869915720044
Samsung,Android,515.67,2024,3229,4345,83.08,Metal,7,2,4.2,WiFi 6E,Exynos 1380,12,256,5.77,LCD,60,3880,33,50,8,Other,175.9,8.84,0.7431530494821634
Oppo,Android,350.33,2019,2692,3957,86.55,Metal,3,2,5.0,WiFi 6,Exynos 1380,8,256,6.13,LCD,60,4523,18,64,50,"Ultra-Wide, Macro",176.7,8.2,0.680313368713672
